,mean_c-index,std_c-index,mean_brier_score,std_brier_score
0.25,0.7855392326571122,0.0048212895942742065,0.041528932461552925,0.000511441585566012
0.5,0.7346055558515182,0.005414056661059196,0.10653459730811438,0.0020793023113827086
0.75,0.684224884188312,0.003604735702403306,0.1979071831345578,0.0024210415752822703
0.9,0.6595083536045687,0.0020346079127197977,0.22767140435418462,0.0013189109047194204
