,mean_c-index,std_c-index,mean_brier_score,std_brier_score
0.25,0.7681823613954645,0.003462638656200536,0.1118199218187005,0.00043423989233754636
0.5,0.7088773081954497,0.006430852106779969,0.18292833106586914,0.0006060459920894829
0.75,0.6552782214333339,0.0005580418382134224,0.21850309461746023,0.001043004420794056
0.9,0.6493172576376159,0.002190921287541835,0.17353405663447674,0.0005668459775317917
