,mean_c-index,std_c-index,mean_brier_score,std_brier_score
0.25,0.7680950898346715,0.0036738684182527088,0.11199185092649981,0.0007109885469780532
0.5,0.7085198624778958,0.0061477456156812885,0.18301909822732923,0.0005368139869659267
0.75,0.6544206441822219,0.0010152935556748028,0.21875073053995675,0.0008843849474577546
0.9,0.6472833346070467,0.0037334365641378806,0.1740841791939873,0.0008347964295388804
