,mean_c-index,std_c-index,mean_brier_score,std_brier_score
0.25,0.5905848833315868,0.049895109461280146,0.1080211029171627,0.00036800339032085614
0.5,0.6156499260718115,0.040547208690922695,0.19136792659360571,0.003619323754222492
0.75,0.6073435531916173,0.012929181216266333,0.2540155784971368,0.0025346094102073773
0.9,0.6087808342196218,0.004923565203698853,0.25632484445658155,0.001170904500478353
