,mean_c-index,std_c-index,mean_brier_score,std_brier_score
0.25,0.4698751425645107,0.024146417444583665,0.11019573908483805,0.0009816483582138253
0.5,0.5259707120217822,0.01895000065512139,0.191822370513683,0.00039454809620451467
0.75,0.5492420341243428,0.0348195233374303,0.24885046054140525,0.004683662893877545
0.9,0.560076085241663,0.04249016612636764,0.25510215402347175,0.01086846192336879
